condition,episode_idx,success,total_reward,final_distance,recovery_triggered_count,first_recovery_step,steps_to_success,max_distance_from_goal
clean,0,1,-3.0,0.0016243756642060254,47,3,3,0.2126081706012402
clean,1,1,0.0,0.0007922661245981802,49,1,0,0.07703805445128271
clean,2,1,-4.0,0.03349893493573979,47,3,4,0.21970261797146862
clean,3,1,-5.0,0.015008885492038193,9,2,5,0.18926669847066732
clean,4,1,-4.0,0.0008764696770402519,49,1,4,0.14660650620344126
clean,5,1,-4.0,0.025845923082351587,48,2,4,0.15547349893199733
clean,6,1,-3.0,0.0008736424278269208,49,1,3,0.13143243039550298
clean,7,1,-3.0,0.010795746086143787,6,4,3,0.15705194785710522
clean,8,1,-4.0,0.0005950321445357307,48,2,4,0.1610713214636968
clean,9,1,-3.0,0.0008281918288570433,49,1,3,0.1276351569794473
clean,10,1,0.0,0.0007922537014651775,49,1,0,0.0878287410149235
clean,11,1,-6.0,0.0007784113444285176,49,1,6,0.1750036780182428
clean,12,1,0.0,0.0008983724750003149,49,1,0,0.07166812335207509
clean,13,1,0.0,0.0008258849885497897,49,1,0,0.06497799272607774
clean,14,1,-4.0,0.0169249062069748,10,1,4,0.1475597556340611
clean,15,1,-2.0,0.0006676714069143235,47,3,2,0.18152304154785553
clean,16,1,-2.0,0.016924930355772236,47,3,2,0.1908088374939713
clean,17,1,-1.0,0.000877433073667801,48,2,1,0.11681842206328344
clean,18,1,-4.0,0.01888533438956869,48,2,4,0.18026240261156895
clean,19,1,-5.0,0.007427884837159559,49,1,5,0.15515845574024886
clean,20,1,0.0,0.017076499794385337,6,1,0,0.08300719139837222
clean,21,1,-2.0,0.0009120893545809898,47,3,2,0.16539514762640561
clean,22,1,-6.0,0.003083620649625628,49,1,6,0.17868521857959974
clean,23,1,-5.0,0.0008390490537889822,49,1,5,0.1375451110013178
clean,24,1,-5.0,0.012385777077519899,10,1,5,0.1544807513000469
clean,25,1,-5.0,0.014216595541501571,12,1,5,0.15576040285586337
clean,26,1,-1.0,0.014552748513516192,8,1,1,0.08618790433416589
clean,27,1,-1.0,0.0008285510512495088,49,1,1,0.09806183656829275
clean,28,1,-4.0,0.01444460280874732,9,2,4,0.18672429864373966
clean,29,1,-3.0,0.0298680255192126,40,10,3,0.23946698692814478
clean,30,1,-3.0,0.0005467593549083964,46,4,3,0.2270549002769782
clean,31,1,-3.0,0.0008557786617320902,47,3,3,0.2118754100520053
clean,32,1,-1.0,0.0007556768009218885,47,3,1,0.1258399580469583
clean,33,1,-2.0,0.0007375082934661057,47,3,2,0.17108077210062403
clean,34,1,-2.0,0.012971207096285435,5,28,2,0.1309616199386691
clean,35,1,-5.0,0.0008791557349845595,49,1,5,0.15818758421212362
clean,36,1,-6.0,0.029647488439674855,48,2,6,0.21314003481264876
clean,37,1,-5.0,0.012282852309191478,12,1,5,0.15024861447617377
clean,38,1,-3.0,0.014601709957194214,47,3,3,0.21054393648542444
clean,39,1,-5.0,0.013248330813092186,9,1,5,0.14888824610279877
clean,40,1,-1.0,0.0008603934717786584,48,2,1,0.10764628615790996
clean,41,1,-4.0,0.0007188477019543577,48,2,4,0.18167867374695248
clean,42,1,0.0,0.0008694838701696048,49,1,0,0.0704495748004755
clean,43,1,-2.0,0.0007540889723977267,49,1,2,0.11397860787396834
clean,44,1,-2.0,0.0008344240027017143,49,1,2,0.1059772325986583
clean,45,1,-5.0,0.0006208313301877392,49,1,5,0.14405498924709897
clean,46,1,-4.0,0.0008536830133004978,49,1,4,0.15173602931994382
clean,47,1,-5.0,0.02150650436021537,48,2,5,0.1862895187849278
clean,48,1,-2.0,0.012669072982152058,5,3,2,0.14073427199783714
clean,49,1,-7.0,0.011139668425985856,49,1,7,0.19807083535644632
clean,50,1,-1.0,0.013755687826329261,12,1,1,0.10195682543909834
clean,51,1,-2.0,0.013748777762946819,11,3,2,0.20551350357589276
clean,52,1,-4.0,0.000906073765843511,49,1,4,0.13852686535907868
clean,53,1,-6.0,0.0007893973442468803,49,1,6,0.16517563550290348
clean,54,1,-1.0,0.01304260513181329,11,2,1,0.1411479840258841
clean,55,1,-3.0,0.0007078440977950609,49,1,3,0.12360417830184414
clean,56,1,-5.0,0.0006591088063436669,48,2,5,0.18480940695341125
clean,57,1,-2.0,0.0006255125606027401,48,2,2,0.15594645497086657
clean,58,1,-3.0,0.0006033301443916348,47,3,3,0.20191636795831777
clean,59,1,-3.0,0.0007358072953418153,48,2,3,0.17043263070612977
clean,60,1,-3.0,0.0008273771913352747,49,1,3,0.1293270087739347
clean,61,1,-4.0,0.0008419578808549993,49,1,4,0.128331114000638
clean,62,1,-1.0,0.0008027933556901149,49,1,1,0.09504378375277799
clean,63,1,-3.0,0.011390999367371358,6,4,3,0.19016035775762072
clean,64,1,-6.0,0.016065027963584447,16,1,6,0.17051650068743415
clean,65,1,-5.0,0.0006507937319743054,49,1,5,0.1556915217227775
clean,66,1,-1.0,0.0009556779886443775,48,2,1,0.1408332783634081
clean,67,1,-5.0,0.01260233319669685,11,1,5,0.14397507461158027
clean,68,1,-5.0,0.00202829045243932,49,1,5,0.1477444398732185
clean,69,1,-5.0,0.015708189925611463,49,1,5,0.1664322669952642
clean,70,1,-2.0,0.0007614777535163366,48,2,2,0.14448805236261889
clean,71,1,-6.0,0.011844315934293857,17,1,6,0.16717864364287494
clean,72,1,-2.0,0.0007758928361400874,46,4,2,0.18542757417667663
clean,73,1,-3.0,0.016145844580391512,12,3,3,0.21266553940393093
clean,74,1,-2.0,0.0008470153812143609,49,1,2,0.10866139338000631
clean,75,1,0.0,0.015580379190341416,8,1,0,0.09848508714496275
clean,76,1,-1.0,0.01487748192035668,8,1,1,0.08773735670376474
clean,77,1,-5.0,0.0009635259826168797,49,1,5,0.15406312074304282
clean,78,1,-6.0,0.01186996564677162,17,1,6,0.17335040939075166
clean,79,1,-2.0,0.0008530102996315159,47,3,2,0.1910272146905064
clean,80,1,-2.0,0.0008206475773314002,49,1,2,0.09915075618999653
clean,81,1,-2.0,0.014946503170746112,46,4,2,0.1859505936213617
clean,82,1,-3.0,0.0007355504819477498,49,1,3,0.11872614380066632
clean,83,1,-3.0,0.0006155834336665323,47,3,3,0.17058921129684695
clean,84,1,-5.0,0.008594485020131722,49,1,5,0.1695037654010099
clean,85,1,-1.0,0.013738492721988769,11,2,1,0.13960981017538085
clean,86,1,-1.0,0.000924545156421951,48,2,1,0.13248418613654614
clean,87,1,0.0,0.0008620116499112639,49,1,0,0.04973863386721912
clean,88,1,-3.0,0.034121127586417534,46,4,3,0.1917253647079095
clean,89,1,-3.0,0.0007897159898910016,48,2,3,0.16808354895920544
clean,90,1,-2.0,0.01149714138768425,9,3,2,0.18414999887728528
clean,91,1,-3.0,0.0118165000971996,10,3,3,0.17850637987997015
clean,92,1,-5.0,0.012090511367401283,13,1,5,0.1612507753495839
clean,93,1,-6.0,0.011805298589711712,13,1,6,0.16545462249962453
clean,94,1,-2.0,0.01455026186821397,9,1,2,0.11800847316632491
clean,95,1,-4.0,0.0008217905255132416,49,1,4,0.12789897988889717
clean,96,1,-2.0,0.024628719813446383,3,4,2,0.12985910963437627
clean,97,1,-3.0,0.0009225339934858747,49,1,3,0.11834937223539041
clean,98,1,-4.0,0.012483693367676638,16,2,4,0.17151579363458844
clean,99,1,-6.0,0.02247870413729952,49,1,6,0.183906801266832
sensor_dropout,0,1,-16.0,0.00428397396056737,45,5,16,0.3068983888742827
sensor_dropout,1,1,-12.0,0.000726533705694744,45,5,0,0.21504419797794222
sensor_dropout,2,1,-16.0,0.033414544749134356,45,5,16,0.31789712449110524
sensor_dropout,3,1,-16.0,0.0005745890126125511,45,5,16,0.31994021477717577
sensor_dropout,4,1,-15.0,0.0008055917073374216,45,5,15,0.2993788765358202
sensor_dropout,5,1,-17.0,0.026159628154904968,45,5,17,0.4158851472062803
sensor_dropout,6,1,-16.0,0.0008076897956079387,45,5,16,0.31447731183405325
sensor_dropout,7,1,-16.0,0.0006513129597008826,44,6,16,0.2777951993871058
sensor_dropout,8,1,-15.0,0.003111871939961923,43,7,15,0.25302751385100847
sensor_dropout,9,1,-16.0,0.0007388033678036682,45,5,16,0.3483308998675676
sensor_dropout,10,1,-14.0,0.0007134569857160678,45,5,14,0.28193708338008866
sensor_dropout,11,1,-16.0,0.0006838479918111873,43,7,16,0.2572621630672076
sensor_dropout,12,1,-15.0,0.000811977026090635,45,5,15,0.3251210917030544
sensor_dropout,13,1,-15.0,0.0007512445708966597,45,5,15,0.31382626299644956
sensor_dropout,14,1,-14.0,0.0005862373100467166,45,5,14,0.27669958344286183
sensor_dropout,15,1,-15.0,0.0006562536713607978,45,5,15,0.2969959361770278
sensor_dropout,16,1,-16.0,0.01721399992931879,45,5,16,0.37906758553317615
sensor_dropout,17,1,-16.0,0.0008018056661547983,45,5,16,0.3807697509801165
sensor_dropout,18,1,-16.0,0.018941396272043196,45,5,16,0.3882323208744606
sensor_dropout,19,1,-17.0,0.007608290314588748,45,5,17,0.4228461111053399
sensor_dropout,20,1,-14.0,0.0007288551485367684,45,5,14,0.2817082373133018
sensor_dropout,21,1,-15.0,0.0008191374393527111,45,5,15,0.3201363077108558
sensor_dropout,22,1,-15.0,0.004563538998620517,45,5,15,0.30315841092548734
sensor_dropout,23,1,-14.0,0.0007655476185145172,45,5,14,0.23919659849571132
sensor_dropout,24,1,-17.0,0.000722024453454099,44,6,17,0.26488113525723295
sensor_dropout,25,1,-14.0,0.0010102489576133964,44,6,14,0.2410645553393078
sensor_dropout,26,1,-13.0,0.0007454003547263873,45,5,13,0.2330979226640752
sensor_dropout,27,1,-13.0,0.000765991206676139,45,5,13,0.22697575978391976
sensor_dropout,28,1,-15.0,0.0005862279715720026,45,5,15,0.2940575822681789
sensor_dropout,29,1,-15.0,0.029880346980641414,45,5,15,0.30801723903982187
sensor_dropout,30,1,-13.0,0.0028582569632594327,42,8,3,0.2270549002769782
sensor_dropout,31,1,-17.0,0.0007740252732330683,44,6,17,0.30133257953113923
sensor_dropout,32,1,-15.0,0.0006723296088034004,45,5,15,0.2999548523842348
sensor_dropout,33,1,-16.0,0.0006859947025575754,44,6,16,0.28587195571289536
sensor_dropout,34,1,-13.0,0.000721160265843613,45,5,13,0.23369470547306578
sensor_dropout,35,1,-16.0,0.0008108027632463717,45,5,16,0.33378201956937836
sensor_dropout,36,1,-18.0,0.030055056833148446,45,5,18,0.4380604916510056
sensor_dropout,37,1,-14.0,0.0006424487362245274,44,6,14,0.22788969327794106
sensor_dropout,38,1,-17.0,0.014929078663630716,45,5,17,0.4127854653724929
sensor_dropout,39,1,-14.0,0.0007807953157818495,45,5,14,0.27546839707164233
sensor_dropout,40,1,-16.0,0.0007738363148832298,45,5,16,0.3619507392710369
sensor_dropout,41,1,-16.0,0.0006322375074288668,45,5,16,0.36884444167172026
sensor_dropout,42,1,-15.0,0.0007984634793965229,45,5,15,0.29727773895089654
sensor_dropout,43,1,-14.0,0.0006743498284334492,45,5,14,0.2740237816667489
sensor_dropout,44,1,-13.0,0.0007682389384031666,45,5,13,0.23081104317389475
sensor_dropout,45,1,-13.0,0.0005720123080228793,45,5,13,0.248882971582248
sensor_dropout,46,1,-15.0,0.0007599680400486243,45,5,15,0.302018685467584
sensor_dropout,47,1,-16.0,0.021713453446692177,45,5,16,0.3527649797906129
sensor_dropout,48,1,-15.0,0.000823164216519159,44,6,15,0.25431807180985566
sensor_dropout,49,1,-18.0,0.011426539391918412,45,5,18,0.46493470479784355
sensor_dropout,50,1,-14.0,0.0006999582115035151,45,5,14,0.274769717174016
sensor_dropout,51,1,-15.0,0.0009025353594163997,45,5,15,0.28022988970854446
sensor_dropout,52,1,-17.0,0.0008257765661369135,45,5,17,0.39519510147796566
sensor_dropout,53,1,-16.0,0.0006982831287190679,44,6,16,0.2237530795214699
sensor_dropout,54,1,-15.0,0.0007886858915862517,45,5,15,0.32023215554056406
sensor_dropout,55,1,-14.0,0.0006313994699695991,45,5,14,0.2647264010315603
sensor_dropout,56,1,-15.0,0.0005837562335375298,45,5,15,0.33573734151192614
sensor_dropout,57,1,-14.0,0.0006434586864203866,43,7,2,0.23596298661531043
sensor_dropout,58,1,-15.0,0.002311499554577312,42,8,15,0.23720485457191276
sensor_dropout,59,1,-16.0,0.0006505149179968688,45,5,16,0.3619503236644845
sensor_dropout,60,1,-15.0,0.0007378841020142321,45,5,15,0.29778679596356605
sensor_dropout,61,1,-14.0,0.0007724841090050547,45,5,14,0.23962025098231987
sensor_dropout,62,1,-15.0,0.000740778605304964,45,5,15,0.32543294940650197
sensor_dropout,63,1,-16.0,0.0007137241404800635,45,5,16,0.3235798640908475
sensor_dropout,64,1,-16.0,0.0007137925375897562,45,5,16,0.34816574813123835
sensor_dropout,65,1,-14.0,0.0005835415856921028,45,5,14,0.25398907909801116
sensor_dropout,66,1,-16.0,0.0008516592401951206,45,5,16,0.37257447754746903
sensor_dropout,67,1,-16.0,0.000669191806971211,44,6,16,0.236458831813493
sensor_dropout,68,1,-16.0,0.002018634387328865,45,5,16,0.3400217327406049
sensor_dropout,69,1,-17.0,0.01598784188596579,45,5,17,0.433726627923516
sensor_dropout,70,1,-16.0,0.0006969245983503712,45,5,16,0.3560014481622133
sensor_dropout,71,1,-14.0,0.003875459067639516,44,6,14,0.22591877317309328
sensor_dropout,72,1,-15.0,0.0006823866009810086,45,5,15,0.2854791882602509
sensor_dropout,73,1,-17.0,0.003840523784793102,45,5,17,0.4110151613039018
sensor_dropout,74,1,-15.0,0.0007576385874250529,45,5,15,0.32979806211437623
sensor_dropout,75,1,-14.0,0.0006914667849650856,45,5,14,0.26020512500428455
sensor_dropout,76,1,-14.0,0.0007559391946195517,45,5,14,0.24468517330522332
sensor_dropout,77,1,-17.0,0.0008628332311025696,45,5,17,0.40072521406068223
sensor_dropout,78,1,-14.0,0.0012635836108914162,44,6,14,0.22312766305880294
sensor_dropout,79,1,-14.0,0.0007966793941759255,45,5,14,0.26231759603964866
sensor_dropout,80,1,-13.0,0.0007539400404163006,45,5,13,0.2193752737441057
sensor_dropout,81,1,-15.0,0.015035071145076502,45,5,15,0.31354199065563904
sensor_dropout,82,1,-14.0,0.0006595815536287166,45,5,14,0.29606299654805374
sensor_dropout,83,1,-14.0,0.0009928148061685484,44,6,14,0.22723004754329654
sensor_dropout,84,1,-16.0,0.008739633431403868,45,5,16,0.3404551092389345
sensor_dropout,85,1,-12.0,0.0006391704086316049,44,6,1,0.1923352598458608
sensor_dropout,86,1,-15.0,0.0008245733288287396,45,5,15,0.32984265974540916
sensor_dropout,87,1,-15.0,0.0007907005338493912,45,5,15,0.310725737194533
sensor_dropout,88,1,-18.0,0.034628587197876225,45,5,18,0.4554660484624957
sensor_dropout,89,1,-15.0,0.0006984650573175413,45,5,15,0.28720357890897696
sensor_dropout,90,1,-15.0,0.0005985504645000527,43,7,15,0.21185107959908844
sensor_dropout,91,1,-14.0,0.007386447408807053,44,6,14,0.23709169083959583
sensor_dropout,92,1,-14.0,0.0011463093657756076,44,6,14,0.2290492708549141
sensor_dropout,93,1,-14.0,0.0010909082118595386,44,6,14,0.22608896540027704
sensor_dropout,94,1,-14.0,0.0006719896905820278,45,5,14,0.2572812066936645
sensor_dropout,95,1,-16.0,0.0007537140352014545,45,5,16,0.3696898131149433
sensor_dropout,96,1,-16.0,0.0008248627512620401,45,5,16,0.3785542983800787
sensor_dropout,97,1,-16.0,0.0008216738401414925,45,5,16,0.3550253177470495
sensor_dropout,98,1,-14.0,0.002154044954307166,43,7,14,0.22524321240171574
sensor_dropout,99,1,-16.0,0.02237375946215597,45,5,16,0.33061729901912384
sensor_bias,0,1,-15.0,0.0007124862738228481,42,8,3,0.23901773201628884
sensor_bias,1,1,0.0,0.0007954611385219126,48,2,0,0.07703805445128271
sensor_bias,2,1,-5.0,0.03373971255427956,42,8,3,0.21970261797146862
sensor_bias,3,1,-6.0,0.0006220728651317485,49,1,6,0.18926669847066732
sensor_bias,4,1,-3.0,0.0008915149326407034,47,3,3,0.14660650620344126
sensor_bias,5,1,-12.0,0.02624930698539635,47,3,12,0.15822334794493276
sensor_bias,6,1,-4.0,0.0008659356507526253,47,3,4,0.13143243039550298
sensor_bias,7,1,-14.0,0.0007274482788817295,45,5,14,0.27547165775998705
sensor_bias,8,1,-8.0,0.0006176071370929563,49,1,8,0.17487156563438758
sensor_bias,9,1,-10.0,0.0008163475404542428,44,6,10,0.1276351569794473
sensor_bias,10,1,-1.0,0.029936125760792194,5,1,1,0.0878287410149235
sensor_bias,11,1,-8.0,0.0007741121628107912,46,4,8,0.1750036780182428
sensor_bias,12,1,-12.0,0.0008887925846649873,45,5,12,0.2025822457980106
sensor_bias,13,1,-4.0,0.0008224979683138846,49,1,4,0.08453965734421134
sensor_bias,14,1,-2.0,0.0006326317817412582,48,2,2,0.1475597556340611
sensor_bias,15,1,-3.0,0.0006587396671441889,46,4,2,0.18152304154785553
sensor_bias,16,1,-12.0,0.017329122017289342,44,6,12,0.1908088374939713
sensor_bias,17,1,-11.0,0.0008651446685652759,46,4,11,0.17979493288893864
sensor_bias,18,1,-8.0,0.019077993248995163,48,2,8,0.18026240261156895
sensor_bias,19,1,-7.0,0.007451883852791661,48,2,7,0.15515845574024886
sensor_bias,20,1,-1.0,0.0007862059868518177,49,1,1,0.08300719139837222
sensor_bias,21,1,-12.0,0.0008540065800156497,45,5,12,0.2052355387464177
sensor_bias,22,1,-6.0,0.004608576789397644,49,1,6,0.17868521857959974
sensor_bias,23,1,-5.0,0.0008441917828922646,49,1,5,0.1375451110013178
sensor_bias,24,1,-8.0,0.0007946761258522016,48,2,8,0.1544807513000469
sensor_bias,25,1,-4.0,0.0005816431690798374,48,2,4,0.15576040285586337
sensor_bias,26,1,-4.0,0.0008025870154194718,48,2,4,0.08618790433416589
sensor_bias,27,1,-1.0,0.0008287613473381835,49,1,1,0.09806183656829275
sensor_bias,28,1,-4.0,0.0005568148207693072,46,4,4,0.18672429864373966
sensor_bias,29,1,-16.0,0.030644195693918533,41,9,16,0.23946698692814478
sensor_bias,30,1,-8.0,0.0005813026870736881,49,1,8,0.2270549002769782
sensor_bias,31,1,-14.0,0.0007481857848254065,42,8,2,0.2288557645491025
sensor_bias,32,1,-4.0,0.0007612027119412537,48,2,4,0.1258399580469583
sensor_bias,33,1,-8.0,0.0007504892439235183,48,2,8,0.17108077210062403
sensor_bias,34,1,-5.0,0.0007740135340252668,49,1,5,0.1309616199386691
sensor_bias,35,1,-13.0,0.0008200216173864588,44,6,13,0.2014051605079426
sensor_bias,36,1,-11.0,0.029501794562286857,47,3,11,0.23356267562796876
sensor_bias,37,1,-7.0,0.0006703622026372864,49,1,7,0.15024861447617377
sensor_bias,38,1,-6.0,0.014608685603609504,45,5,6,0.21054393648542444
sensor_bias,39,1,-7.0,0.0008206983655956636,48,2,7,0.14888824610279877
sensor_bias,40,1,-4.0,0.0008605089552355926,49,1,4,0.10764628615790996
sensor_bias,41,1,-6.0,0.000714338282822078,48,2,6,0.18167867374695248
sensor_bias,42,1,-5.0,0.0008690599126830588,49,1,5,0.11402229677948582
sensor_bias,43,1,-9.0,0.0007513752844722252,43,7,1,0.11397860787396834
sensor_bias,44,1,-2.0,0.0008345133904292703,49,1,2,0.1059772325986583
sensor_bias,45,1,-5.0,0.0006188688055077552,49,1,5,0.14405498924709897
sensor_bias,46,1,-13.0,0.0008436175729739122,44,6,13,0.18250281779757177
sensor_bias,47,1,-11.0,0.021880124698930446,45,5,11,0.1862895187849278
sensor_bias,48,1,-2.0,0.020914721757259325,8,3,2,0.14073427199783714
sensor_bias,49,1,-15.0,0.011552642582009633,45,5,15,0.25211149931576965
sensor_bias,50,1,-6.0,0.0007551292075311287,47,3,6,0.10195682543909834
sensor_bias,51,1,-10.0,0.0006916968111579776,48,2,10,0.21662737692625134
sensor_bias,52,1,-11.0,0.0008956368812055613,42,8,11,0.13852686535907868
sensor_bias,53,1,-5.0,0.0007882822234798059,48,2,5,0.16517563550290348
sensor_bias,54,1,-5.0,0.0008391004649657916,49,1,5,0.1411479840258841
sensor_bias,55,1,-3.0,0.0007082139087052117,49,1,3,0.12360417830184414
sensor_bias,56,1,-3.0,0.0015125113675550333,40,10,3,0.18480940695341125
sensor_bias,57,1,-5.0,0.0006347223354942489,49,1,5,0.15594645497086657
sensor_bias,58,1,-7.0,0.000638373386595726,49,1,7,0.20191636795831777
sensor_bias,59,1,-7.0,0.0007445802525569815,49,1,7,0.17043263070612977
sensor_bias,60,1,-1.0,0.0008265619696843286,47,3,1,0.1293270087739347
sensor_bias,61,1,-4.0,0.0008384565831304559,48,2,4,0.128331114000638
sensor_bias,62,1,-3.0,0.0008047289304096203,48,2,3,0.09504378375277799
sensor_bias,63,1,-6.0,0.0007531572480895202,49,1,6,0.19016035775762072
sensor_bias,64,1,-14.0,0.0007488000713388416,44,6,14,0.23665798556000345
sensor_bias,65,1,-8.0,0.004307937965241955,42,8,2,0.1556915217227775
sensor_bias,66,1,-6.0,0.0009433159916356853,49,1,6,0.1408332783634081
sensor_bias,67,1,-8.0,0.0007528676005177687,47,3,8,0.14397507461158027
sensor_bias,68,1,-15.0,0.0020571652367906263,45,5,15,0.32295332053070597
sensor_bias,69,1,-12.0,0.01610372099083078,42,8,12,0.1664322669952642
sensor_bias,70,1,-4.0,0.0007634598127656973,47,3,4,0.14448805236261889
sensor_bias,71,1,-6.0,0.0005910839642986405,49,1,6,0.16717864364287494
sensor_bias,72,1,-4.0,0.0007740072446997767,48,2,4,0.18542757417667663
sensor_bias,73,1,-9.0,0.0025138259041271862,48,2,9,0.21266553940393093
sensor_bias,74,1,-9.0,0.0008399677350977597,48,2,9,0.19994603906819558
sensor_bias,75,1,-12.0,0.0007424715936178607,46,4,12,0.24982786253790243
sensor_bias,76,1,-3.0,0.0008092175192850272,49,1,3,0.08773735670376474
